location,crowd_count,temperature,hour
Dashashwamedh Ghat (Prayagraj),5408,31,18
Kumbh Mela Ground (Main Venue),8600,44,7
Saraswati Ghat,5302,21,12
Alopankari Temple Area,4760,28,19
Shri Bade Hanuman Temple,3411,33,1
Alopankari Temple Area,3589,31,23
Alopankari Temple Area,2888,30,22
Kumbh Mela Ground (Main Venue),10243,28,19
Prayagraj Junction,5149,43,13
Saraswati Ghat,6419,21,8
Prayagraj Junction,1647,38,0
Prayagraj Junction,3331,33,6
Triveni Sangam (Confluence Zone),4502,39,5
Prayagraj Junction,3763,30,7
Kumbh Mela Ground (Main Venue),8651,30,3
Dashashwamedh Ghat (Prayagraj),2661,16,7
Prayagraj Junction,4198,43,11
Dashashwamedh Ghat (Prayagraj),5388,12,13
Dashashwamedh Ghat (Prayagraj),4301,38,14
Kumbh Mela Ground (Main Venue),9375,28,0
Saraswati Ghat,5760,25,9
Alopankari Temple Area,4857,37,18
Dashashwamedh Ghat (Prayagraj),749,35,1
Kumbh Mela Ground (Main Venue),8760,22,2
Kumbh Mela Ground (Main Venue),6406,14,21
Triveni Sangam (Confluence Zone),8886,33,22
Shri Bade Hanuman Temple,8324,19,14
Prayagraj Junction,2185,41,0
Saraswati Ghat,4982,32,18
Triveni Sangam (Confluence Zone),12359,24,9
Prayagraj Junction,4785,31,15
Prayagraj Junction,6589,34,21
Kumbh Mela Ground (Main Venue),5777,27,3
Shri Bade Hanuman Temple,7577,31,18
Dashashwamedh Ghat (Prayagraj),5360,27,15
Alopankari Temple Area,7178,18,14
Saraswati Ghat,5437,15,13
Saraswati Ghat,5335,32,13
Dashashwamedh Ghat (Prayagraj),500,34,22
Triveni Sangam (Confluence Zone),10305,42,20
Prayagraj Junction,3381,19,21
Dashashwamedh Ghat (Prayagraj),6255,16,18
Shri Bade Hanuman Temple,7114,10,12
Shri Bade Hanuman Temple,6872,17,1
Saraswati Ghat,1715,37,2
Dashashwamedh Ghat (Prayagraj),6798,20,9
Alopankari Temple Area,4618,14,13
Triveni Sangam (Confluence Zone),10381,18,6
Kumbh Mela Ground (Main Venue),11106,15,10
Saraswati Ghat,2860,18,11
Dashashwamedh Ghat (Prayagraj),7443,31,16
Triveni Sangam (Confluence Zone),11382,45,10
Saraswati Ghat,6094,18,11
Prayagraj Junction,4551,10,15
Saraswati Ghat,5984,21,8
Kumbh Mela Ground (Main Venue),13499,32,14
Dashashwamedh Ghat (Prayagraj),1547,40,0
Alopankari Temple Area,3268,35,7
Dashashwamedh Ghat (Prayagraj),3340,26,9
Prayagraj Junction,4212,11,1
Kumbh Mela Ground (Main Venue),5652,43,3
Prayagraj Junction,1426,12,1
Kumbh Mela Ground (Main Venue),9035,37,16
Shri Bade Hanuman Temple,4158,24,3
Triveni Sangam (Confluence Zone),8047,45,22
Alopankari Temple Area,5370,19,12
Alopankari Temple Area,1109,39,11
Prayagraj Junction,3030,44,12
Triveni Sangam (Confluence Zone),9595,39,23
Shri Bade Hanuman Temple,4150,14,23
Prayagraj Junction,4318,12,23
Dashashwamedh Ghat (Prayagraj),6847,12,8
Triveni Sangam (Confluence Zone),9959,15,5
Dashashwamedh Ghat (Prayagraj),2778,19,3
Alopankari Temple Area,6377,16,17
Alopankari Temple Area,993,31,4
Kumbh Mela Ground (Main Venue),10766,29,7
Prayagraj Junction,2962,20,19
Prayagraj Junction,4600,16,21
Alopankari Temple Area,2961,28,10
Saraswati Ghat,5457,41,16
Prayagraj Junction,2677,19,7
Kumbh Mela Ground (Main Venue),10118,33,18
Shri Bade Hanuman Temple,2442,38,0
Shri Bade Hanuman Temple,4096,34,5
Saraswati Ghat,4877,24,15
Alopankari Temple Area,587,25,5
Shri Bade Hanuman Temple,4461,36,2
Alopankari Temple Area,6416,17,9
Dashashwamedh Ghat (Prayagraj),4556,17,6
Saraswati Ghat,2085,10,23
Triveni Sangam (Confluence Zone),13847,25,9
Saraswati Ghat,5621,15,8
Kumbh Mela Ground (Main Venue),9243,33,18
Prayagraj Junction,3494,10,21
Prayagraj Junction,4046,35,18
Prayagraj Junction,8505,21,12
Dashashwamedh Ghat (Prayagraj),3990,39,17
Triveni Sangam (Confluence Zone),7543,13,23
Shri Bade Hanuman Temple,2733,44,3
Dashashwamedh Ghat (Prayagraj),6559,35,12
Dashashwamedh Ghat (Prayagraj),5803,13,16
Saraswati Ghat,4236,31,6
Triveni Sangam (Confluence Zone),11344,16,19
Prayagraj Junction,5426,43,18
Shri Bade Hanuman Temple,11107,16,15
Alopankari Temple Area,4452,20,0
Dashashwamedh Ghat (Prayagraj),7596,30,12
Prayagraj Junction,4260,36,20
Alopankari Temple Area,6226,21,21
Prayagraj Junction,4446,15,18
Alopankari Temple Area,5929,10,7
Alopankari Temple Area,6424,21,20
Kumbh Mela Ground (Main Venue),3625,28,23
Alopankari Temple Area,500,38,3
Dashashwamedh Ghat (Prayagraj),500,37,0
Triveni Sangam (Confluence Zone),16427,28,16
Kumbh Mela Ground (Main Venue),13609,17,12
Shri Bade Hanuman Temple,11635,31,12
Saraswati Ghat,3414,36,11
Triveni Sangam (Confluence Zone),8948,17,20
Triveni Sangam (Confluence Zone),7397,13,23
Alopankari Temple Area,2607,42,17
Alopankari Temple Area,2137,42,5
Shri Bade Hanuman Temple,6640,43,15
Shri Bade Hanuman Temple,9815,29,15
Shri Bade Hanuman Temple,9485,28,18
Triveni Sangam (Confluence Zone),15888,20,12
Dashashwamedh Ghat (Prayagraj),2134,23,0
Dashashwamedh Ghat (Prayagraj),6044,25,16
Prayagraj Junction,1817,28,2
Triveni Sangam (Confluence Zone),13378,20,20
Alopankari Temple Area,3343,36,11
Dashashwamedh Ghat (Prayagraj),500,39,3
Kumbh Mela Ground (Main Venue),9479,12,6
Kumbh Mela Ground (Main Venue),6896,21,23
Kumbh Mela Ground (Main Venue),7454,39,0
Alopankari Temple Area,4678,35,16
Kumbh Mela Ground (Main Venue),9351,42,18
Kumbh Mela Ground (Main Venue),10065,32,18
Alopankari Temple Area,500,45,22
Alopankari Temple Area,3605,26,0
Kumbh Mela Ground (Main Venue),6954,10,19
Shri Bade Hanuman Temple,8203,42,18
Triveni Sangam (Confluence Zone),12221,11,2
Prayagraj Junction,6956,16,7
Kumbh Mela Ground (Main Venue),2398,44,5
Dashashwamedh Ghat (Prayagraj),2088,28,19
Shri Bade Hanuman Temple,4126,12,1
Triveni Sangam (Confluence Zone),11253,14,4
Dashashwamedh Ghat (Prayagraj),5134,22,15
Shri Bade Hanuman Temple,6674,28,0
Saraswati Ghat,4725,23,9
Dashashwamedh Ghat (Prayagraj),500,26,1
Dashashwamedh Ghat (Prayagraj),6514,35,7
Prayagraj Junction,4745,44,7
Saraswati Ghat,5611,19,7
Prayagraj Junction,5004,24,18
Dashashwamedh Ghat (Prayagraj),3019,29,6
Triveni Sangam (Confluence Zone),11325,21,5
Dashashwamedh Ghat (Prayagraj),4626,35,7
Triveni Sangam (Confluence Zone),11316,29,18
Alopankari Temple Area,1609,16,22
Triveni Sangam (Confluence Zone),10167,27,0
Alopankari Temple Area,500,40,5
Triveni Sangam (Confluence Zone),12046,45,9
Prayagraj Junction,4637,23,8
Prayagraj Junction,630,44,1
Prayagraj Junction,4708,42,11
Prayagraj Junction,8464,35,16
Shri Bade Hanuman Temple,10277,43,13
Dashashwamedh Ghat (Prayagraj),583,36,17
Prayagraj Junction,500,42,0
Shri Bade Hanuman Temple,5586,43,19
Shri Bade Hanuman Temple,5311,37,23
Alopankari Temple Area,2212,33,3
Shri Bade Hanuman Temple,5250,13,2
Prayagraj Junction,4040,43,17
Shri Bade Hanuman Temple,11420,32,15
Triveni Sangam (Confluence Zone),8113,12,22
Prayagraj Junction,6673,26,17
Saraswati Ghat,4916,33,9
Triveni Sangam (Confluence Zone),10771,21,12
Shri Bade Hanuman Temple,5193,44,18
Dashashwamedh Ghat (Prayagraj),3875,13,4
Saraswati Ghat,2850,31,23
Kumbh Mela Ground (Main Venue),4911,29,0
Prayagraj Junction,6937,23,18
Alopankari Temple Area,2947,41,16
Dashashwamedh Ghat (Prayagraj),3163,18,2
Dashashwamedh Ghat (Prayagraj),6747,17,6
Shri Bade Hanuman Temple,5441,18,5
Prayagraj Junction,500,43,4
Dashashwamedh Ghat (Prayagraj),2043,44,6
Prayagraj Junction,3205,19,9
Kumbh Mela Ground (Main Venue),3762,38,5
Kumbh Mela Ground (Main Venue),5611,38,22
Dashashwamedh Ghat (Prayagraj),2189,30,0
Kumbh Mela Ground (Main Venue),11903,36,12
Alopankari Temple Area,1817,19,22
Dashashwamedh Ghat (Prayagraj),6006,35,17
Prayagraj Junction,5521,43,12
Shri Bade Hanuman Temple,2271,44,22
Kumbh Mela Ground (Main Venue),9889,43,19
Saraswati Ghat,500,45,22
Saraswati Ghat,6409,33,19
Prayagraj Junction,500,42,23
Saraswati Ghat,3430,19,3
Alopankari Temple Area,5425,25,16
Kumbh Mela Ground (Main Venue),7981,36,21
Triveni Sangam (Confluence Zone),4861,42,0
Saraswati Ghat,3261,16,0
Dashashwamedh Ghat (Prayagraj),1501,34,0
Dashashwamedh Ghat (Prayagraj),500,36,1
Alopankari Temple Area,1578,43,10
Shri Bade Hanuman Temple,9389,34,12
Dashashwamedh Ghat (Prayagraj),2563,19,2
Alopankari Temple Area,500,43,2
Dashashwamedh Ghat (Prayagraj),4451,12,23
Alopankari Temple Area,3831,40,16
Shri Bade Hanuman Temple,7933,26,12
Triveni Sangam (Confluence Zone),9662,34,0
Prayagraj Junction,975,36,22
Prayagraj Junction,2289,30,4
Dashashwamedh Ghat (Prayagraj),3312,44,8
Shri Bade Hanuman Temple,4047,41,5
Saraswati Ghat,500,43,4
Saraswati Ghat,2583,28,5
Prayagraj Junction,4216,18,9
Alopankari Temple Area,1320,21,1
Shri Bade Hanuman Temple,8497,34,14
Saraswati Ghat,2990,28,1
Dashashwamedh Ghat (Prayagraj),5027,11,21
Saraswati Ghat,830,41,21
Alopankari Temple Area,5630,20,10
Shri Bade Hanuman Temple,7694,40,10
Shri Bade Hanuman Temple,3293,17,0
Saraswati Ghat,1399,23,4
Dashashwamedh Ghat (Prayagraj),6942,44,12
Dashashwamedh Ghat (Prayagraj),2226,21,8
Alopankari Temple Area,6746,45,14
Prayagraj Junction,3568,43,13
Saraswati Ghat,3244,43,12
Dashashwamedh Ghat (Prayagraj),3283,39,10
Saraswati Ghat,1056,37,7
Saraswati Ghat,2988,10,7
Dashashwamedh Ghat (Prayagraj),500,42,22
Alopankari Temple Area,8907,30,15
Shri Bade Hanuman Temple,4827,41,20
Triveni Sangam (Confluence Zone),12117,16,21
Kumbh Mela Ground (Main Venue),2681,45,4
Saraswati Ghat,4030,27,2
Shri Bade Hanuman Temple,3728,32,1
Saraswati Ghat,3912,39,17
Alopankari Temple Area,6449,34,9
Dashashwamedh Ghat (Prayagraj),3499,17,0
Prayagraj Junction,3488,36,6
Saraswati Ghat,1713,18,5
Kumbh Mela Ground (Main Venue),11649,18,20
Shri Bade Hanuman Temple,6763,15,17
Prayagraj Junction,3712,13,3
Triveni Sangam (Confluence Zone),11715,29,3
Kumbh Mela Ground (Main Venue),9973,16,14
Prayagraj Junction,6872,10,15
Kumbh Mela Ground (Main Venue),13642,25,15
Prayagraj Junction,3226,39,20
Dashashwamedh Ghat (Prayagraj),909,44,1
Alopankari Temple Area,6733,28,14
Triveni Sangam (Confluence Zone),11384,28,0
Dashashwamedh Ghat (Prayagraj),6202,17,17
Prayagraj Junction,4556,22,17
Kumbh Mela Ground (Main Venue),5319,40,1
Alopankari Temple Area,5940,29,17
Shri Bade Hanuman Temple,5334,39,3
Alopankari Temple Area,5416,21,12
Saraswati Ghat,2996,30,11
Saraswati Ghat,1627,40,17
Kumbh Mela Ground (Main Venue),11037,12,6
Saraswati Ghat,4356,40,6
Alopankari Temple Area,5131,15,9
Kumbh Mela Ground (Main Venue),6560,31,9
Dashashwamedh Ghat (Prayagraj),4455,36,20
Dashashwamedh Ghat (Prayagraj),1966,39,4
Shri Bade Hanuman Temple,7647,27,7
Kumbh Mela Ground (Main Venue),3527,21,5
Triveni Sangam (Confluence Zone),12990,32,9
Triveni Sangam (Confluence Zone),9029,16,4
Prayagraj Junction,6071,34,10
Saraswati Ghat,500,41,0
Saraswati Ghat,2287,41,5
Shri Bade Hanuman Temple,4013,20,23
Prayagraj Junction,6115,10,6
Saraswati Ghat,5766,35,9
Triveni Sangam (Confluence Zone),6366,23,0
Prayagraj Junction,823,32,23
Triveni Sangam (Confluence Zone),10284,44,13
Alopankari Temple Area,2251,42,8
Triveni Sangam (Confluence Zone),14013,24,14
Kumbh Mela Ground (Main Venue),5558,43,2
Triveni Sangam (Confluence Zone),6569,31,23
Kumbh Mela Ground (Main Venue),8136,20,13
Alopankari Temple Area,7861,12,14
Saraswati Ghat,1234,36,17
Kumbh Mela Ground (Main Venue),12337,27,13
Dashashwamedh Ghat (Prayagraj),4848,25,9
Alopankari Temple Area,500,28,1
Dashashwamedh Ghat (Prayagraj),6302,33,20
Dashashwamedh Ghat (Prayagraj),1386,30,2
Prayagraj Junction,8542,23,14
Alopankari Temple Area,3520,42,16
Triveni Sangam (Confluence Zone),11323,23,23
Prayagraj Junction,3831,36,6
Prayagraj Junction,3244,39,11
Alopankari Temple Area,500,16,22
Saraswati Ghat,1538,29,4
Triveni Sangam (Confluence Zone),12666,43,19
Triveni Sangam (Confluence Zone),8106,32,0
Prayagraj Junction,7621,13,13
Shri Bade Hanuman Temple,6954,11,4
Dashashwamedh Ghat (Prayagraj),3720,28,11
Saraswati Ghat,5582,18,17
Kumbh Mela Ground (Main Venue),7826,41,15
Dashashwamedh Ghat (Prayagraj),2519,33,2
Shri Bade Hanuman Temple,5849,29,3
Dashashwamedh Ghat (Prayagraj),8236,35,13
Dashashwamedh Ghat (Prayagraj),4397,35,11
Shri Bade Hanuman Temple,8983,22,20
Prayagraj Junction,1781,22,3
Saraswati Ghat,4172,25,1
Shri Bade Hanuman Temple,5078,41,21
Dashashwamedh Ghat (Prayagraj),6157,26,20
Prayagraj Junction,500,45,3
Kumbh Mela Ground (Main Venue),11102,17,19
Dashashwamedh Ghat (Prayagraj),2859,45,7
Shri Bade Hanuman Temple,9075,27,11
Shri Bade Hanuman Temple,1481,42,1
Triveni Sangam (Confluence Zone),7904,44,2
Kumbh Mela Ground (Main Venue),10829,20,9
Kumbh Mela Ground (Main Venue),9461,17,8
Kumbh Mela Ground (Main Venue),5775,32,23
Dashashwamedh Ghat (Prayagraj),6119,28,12
Dashashwamedh Ghat (Prayagraj),1148,27,3
Prayagraj Junction,5485,32,21
Dashashwamedh Ghat (Prayagraj),2376,22,6
Shri Bade Hanuman Temple,5331,19,1
Kumbh Mela Ground (Main Venue),9894,44,9
Triveni Sangam (Confluence Zone),14652,11,21
Shri Bade Hanuman Temple,7001,28,11
Prayagraj Junction,8975,27,16
Prayagraj Junction,3288,22,1
Saraswati Ghat,4934,43,6
Kumbh Mela Ground (Main Venue),5501,38,19
Dashashwamedh Ghat (Prayagraj),590,15,0
Triveni Sangam (Confluence Zone),13985,16,15
Shri Bade Hanuman Temple,9434,33,19
Shri Bade Hanuman Temple,1580,45,2
Triveni Sangam (Confluence Zone),15250,40,12
Shri Bade Hanuman Temple,5399,39,3
Shri Bade Hanuman Temple,2888,25,4
Saraswati Ghat,6214,35,15
Kumbh Mela Ground (Main Venue),11181,35,9
Prayagraj Junction,4086,45,8
Triveni Sangam (Confluence Zone),15037,27,13
Shri Bade Hanuman Temple,1228,44,23
Triveni Sangam (Confluence Zone),11472,30,20
Triveni Sangam (Confluence Zone),6101,23,23
Dashashwamedh Ghat (Prayagraj),3619,30,4
Prayagraj Junction,7242,25,12
Triveni Sangam (Confluence Zone),9760,13,5
Triveni Sangam (Confluence Zone),12066,12,23
Triveni Sangam (Confluence Zone),13348,22,9
Kumbh Mela Ground (Main Venue),10452,17,16
Alopankari Temple Area,3795,44,15
Dashashwamedh Ghat (Prayagraj),3790,15,7
Saraswati Ghat,5921,18,19
Alopankari Temple Area,500,19,5
Shri Bade Hanuman Temple,10605,14,13
Kumbh Mela Ground (Main Venue),8753,11,20
Dashashwamedh Ghat (Prayagraj),1998,38,11
Kumbh Mela Ground (Main Venue),10277,10,10
Prayagraj Junction,8725,33,15
Alopankari Temple Area,8593,24,14
Saraswati Ghat,3213,34,17
Dashashwamedh Ghat (Prayagraj),4080,35,2
Prayagraj Junction,6935,17,18
Triveni Sangam (Confluence Zone),12242,45,11
Shri Bade Hanuman Temple,8790,33,15
Saraswati Ghat,3312,45,18
Kumbh Mela Ground (Main Venue),9362,39,14
Dashashwamedh Ghat (Prayagraj),500,16,0
Prayagraj Junction,3691,40,7
Triveni Sangam (Confluence Zone),10921,21,3
Saraswati Ghat,2671,10,0
Alopankari Temple Area,4077,15,20
Dashashwamedh Ghat (Prayagraj),3687,11,22
Shri Bade Hanuman Temple,5992,43,5
Alopankari Temple Area,4387,14,14
Triveni Sangam (Confluence Zone),7471,10,5
Triveni Sangam (Confluence Zone),9947,44,5
Dashashwamedh Ghat (Prayagraj),6634,38,12
Kumbh Mela Ground (Main Venue),10422,32,6
Kumbh Mela Ground (Main Venue),7925,30,7
Prayagraj Junction,4684,44,20
Alopankari Temple Area,4784,20,6
Dashashwamedh Ghat (Prayagraj),6154,21,11
Dashashwamedh Ghat (Prayagraj),5642,28,8
Prayagraj Junction,3966,25,10
Triveni Sangam (Confluence Zone),12397,32,21
Shri Bade Hanuman Temple,4965,39,6
Triveni Sangam (Confluence Zone),10671,17,23
Alopankari Temple Area,7399,15,12
Saraswati Ghat,3269,23,8
Shri Bade Hanuman Temple,6604,10,23
Kumbh Mela Ground (Main Venue),6598,25,21
Saraswati Ghat,3234,25,2
Kumbh Mela Ground (Main Venue),9108,29,15
Dashashwamedh Ghat (Prayagraj),500,10,23
Shri Bade Hanuman Temple,6028,27,21
Prayagraj Junction,3487,28,4
Saraswati Ghat,8436,28,15
Shri Bade Hanuman Temple,8761,11,9
Alopankari Temple Area,3579,13,11
Shri Bade Hanuman Temple,8852,22,16
Alopankari Temple Area,6674,40,13
Saraswati Ghat,6178,10,17
Alopankari Temple Area,2309,22,17
Kumbh Mela Ground (Main Venue),11020,19,9
Shri Bade Hanuman Temple,9247,25,12
Triveni Sangam (Confluence Zone),6451,37,23
Saraswati Ghat,3630,29,2
Saraswati Ghat,3344,37,17
Saraswati Ghat,2838,28,3
Triveni Sangam (Confluence Zone),11690,20,17
Alopankari Temple Area,3120,17,21
Shri Bade Hanuman Temple,6260,27,9
Kumbh Mela Ground (Main Venue),4865,41,11
Prayagraj Junction,633,43,4
Kumbh Mela Ground (Main Venue),6687,44,22
Triveni Sangam (Confluence Zone),9884,43,1
Shri Bade Hanuman Temple,5893,44,12
Dashashwamedh Ghat (Prayagraj),3352,24,2
Saraswati Ghat,4238,24,20
Alopankari Temple Area,862,31,3
Kumbh Mela Ground (Main Venue),11565,24,8
Kumbh Mela Ground (Main Venue),10212,10,16
Prayagraj Junction,2186,44,22
Prayagraj Junction,5428,20,21
Saraswati Ghat,8508,20,15
Alopankari Temple Area,2103,16,1
Kumbh Mela Ground (Main Venue),11085,24,10
Dashashwamedh Ghat (Prayagraj),2019,41,20
Dashashwamedh Ghat (Prayagraj),4409,30,0
Alopankari Temple Area,4240,24,17
Triveni Sangam (Confluence Zone),10244,44,14
Kumbh Mela Ground (Main Venue),3784,24,4
Kumbh Mela Ground (Main Venue),8301,16,19
Shri Bade Hanuman Temple,6867,10,5
Alopankari Temple Area,6624,18,11
Kumbh Mela Ground (Main Venue),11717,42,12
Dashashwamedh Ghat (Prayagraj),5475,15,19
Dashashwamedh Ghat (Prayagraj),1316,42,18
Shri Bade Hanuman Temple,3341,26,2
Alopankari Temple Area,8036,32,14
Triveni Sangam (Confluence Zone),12333,40,16
Triveni Sangam (Confluence Zone),8950,34,20
Alopankari Temple Area,8991,19,15
Alopankari Temple Area,1528,34,1
Dashashwamedh Ghat (Prayagraj),1705,42,19
Prayagraj Junction,4142,14,2
Saraswati Ghat,6253,26,20
Saraswati Ghat,943,19,0
Kumbh Mela Ground (Main Venue),4300,10,23
Triveni Sangam (Confluence Zone),9728,45,5
Shri Bade Hanuman Temple,3982,29,3
Kumbh Mela Ground (Main Venue),6765,39,14
Saraswati Ghat,4230,40,6
Dashashwamedh Ghat (Prayagraj),3564,10,2
Triveni Sangam (Confluence Zone),9714,19,23
Triveni Sangam (Confluence Zone),7062,44,17
Saraswati Ghat,500,19,0
Saraswati Ghat,5862,44,15
Saraswati Ghat,4871,14,14
Kumbh Mela Ground (Main Venue),11149,38,16
Dashashwamedh Ghat (Prayagraj),3960,27,6
Dashashwamedh Ghat (Prayagraj),5178,21,6
Triveni Sangam (Confluence Zone),11878,36,9
Shri Bade Hanuman Temple,7192,14,10
Triveni Sangam (Confluence Zone),7337,20,0
Prayagraj Junction,2093,17,21
Alopankari Temple Area,5513,31,7
Shri Bade Hanuman Temple,7931,35,18
Shri Bade Hanuman Temple,10712,16,15
Saraswati Ghat,4126,12,10
Prayagraj Junction,3010,12,8
Saraswati Ghat,4303,24,4
Dashashwamedh Ghat (Prayagraj),4313,32,21
Kumbh Mela Ground (Main Venue),10237,20,17
Triveni Sangam (Confluence Zone),10591,29,5
Alopankari Temple Area,5832,26,20
Shri Bade Hanuman Temple,6489,14,22
Triveni Sangam (Confluence Zone),10122,30,23
Dashashwamedh Ghat (Prayagraj),3430,39,6
Prayagraj Junction,4190,38,16
Triveni Sangam (Confluence Zone),9247,27,11
Prayagraj Junction,8282,11,14
Dashashwamedh Ghat (Prayagraj),500,44,3
Shri Bade Hanuman Temple,9984,13,6
Saraswati Ghat,2671,43,8
Shri Bade Hanuman Temple,8745,20,13
Shri Bade Hanuman Temple,5358,22,19
Shri Bade Hanuman Temple,7764,44,18
Saraswati Ghat,6293,12,20
Dashashwamedh Ghat (Prayagraj),2442,35,17
Saraswati Ghat,566,20,5
Prayagraj Junction,2471,23,7
Dashashwamedh Ghat (Prayagraj),2306,41,23
Alopankari Temple Area,3816,26,18
Prayagraj Junction,6152,32,7
Shri Bade Hanuman Temple,5581,32,7
Shri Bade Hanuman Temple,6594,22,20
Triveni Sangam (Confluence Zone),14644,25,7
Prayagraj Junction,3273,24,22
Dashashwamedh Ghat (Prayagraj),8512,25,15
Alopankari Temple Area,3075,42,12
Alopankari Temple Area,6165,21,19
Kumbh Mela Ground (Main Venue),8632,13,0
Dashashwamedh Ghat (Prayagraj),3537,16,18
Prayagraj Junction,500,34,3
Triveni Sangam (Confluence Zone),16834,26,15
Kumbh Mela Ground (Main Venue),11430,30,8
Kumbh Mela Ground (Main Venue),4010,10,1
Shri Bade Hanuman Temple,6090,18,17
Dashashwamedh Ghat (Prayagraj),500,33,5
Triveni Sangam (Confluence Zone),7247,18,3
Shri Bade Hanuman Temple,8026,43,7
Alopankari Temple Area,8538,31,12
Dashashwamedh Ghat (Prayagraj),500,45,3
Alopankari Temple Area,736,38,22
Dashashwamedh Ghat (Prayagraj),2568,38,18
Alopankari Temple Area,6261,21,14
Alopankari Temple Area,3783,19,8
Saraswati Ghat,6689,36,13
Kumbh Mela Ground (Main Venue),5050,21,2
Prayagraj Junction,2497,44,23
Dashashwamedh Ghat (Prayagraj),3661,20,23
Triveni Sangam (Confluence Zone),11480,21,18
Prayagraj Junction,1535,43,2
Triveni Sangam (Confluence Zone),12386,36,15
Alopankari Temple Area,2337,10,5
Shri Bade Hanuman Temple,3000,16,3
Shri Bade Hanuman Temple,5093,23,18
Dashashwamedh Ghat (Prayagraj),2723,35,10
Dashashwamedh Ghat (Prayagraj),4091,10,0
Saraswati Ghat,1002,15,0
Alopankari Temple Area,5165,16,9
Dashashwamedh Ghat (Prayagraj),528,44,7
Kumbh Mela Ground (Main Venue),8992,43,8
Triveni Sangam (Confluence Zone),8668,17,22
Shri Bade Hanuman Temple,9020,36,13
Saraswati Ghat,7879,25,16
Alopankari Temple Area,7034,40,12
Kumbh Mela Ground (Main Venue),7154,19,9
Alopankari Temple Area,5740,34,6
Triveni Sangam (Confluence Zone),7739,31,3
Saraswati Ghat,2416,38,21
Saraswati Ghat,2877,16,0
Saraswati Ghat,4004,26,8
Prayagraj Junction,8820,34,16
Triveni Sangam (Confluence Zone),10452,31,22
Kumbh Mela Ground (Main Venue),8213,34,8
Shri Bade Hanuman Temple,4945,42,22
Kumbh Mela Ground (Main Venue),8413,23,16
Kumbh Mela Ground (Main Venue),10803,30,7
Prayagraj Junction,4081,40,20
Shri Bade Hanuman Temple,8446,15,10
Shri Bade Hanuman Temple,9983,29,16
Shri Bade Hanuman Temple,11282,25,12
Dashashwamedh Ghat (Prayagraj),2964,18,4
Dashashwamedh Ghat (Prayagraj),3530,32,5
Prayagraj Junction,4020,27,13
Alopankari Temple Area,2712,11,2
Kumbh Mela Ground (Main Venue),5097,42,1
Kumbh Mela Ground (Main Venue),8304,31,20
Saraswati Ghat,3338,30,1
Alopankari Temple Area,4255,33,10
Prayagraj Junction,4966,29,6
Alopankari Temple Area,5159,45,11
Dashashwamedh Ghat (Prayagraj),3473,25,7
Alopankari Temple Area,4276,29,5
Prayagraj Junction,500,36,22
Alopankari Temple Area,6091,15,20
Shri Bade Hanuman Temple,6722,14,11
Alopankari Temple Area,1290,44,21
Shri Bade Hanuman Temple,2504,23,5
Dashashwamedh Ghat (Prayagraj),6626,18,9
Shri Bade Hanuman Temple,9131,12,7
Saraswati Ghat,5598,10,17
Shri Bade Hanuman Temple,7724,10,12
